0	0
1	43
2	173
3	110
4	158
5	118
6	141
7	154
8	176
9	210
10	224
11	295
12	302
13	259
14	325
15	306
16	364
17	339
18	361
19	410
20	447
21	411
22	454
23	560
24	523
25	553
26	572
27	586
28	592
29	636
30	646
31	1018
32	764
33	925
34	884
35	864
36	872
37	918
38	929
39	875
40	1024
41	991
42	1021
43	1119
44	1046
45	1071
46	1196
47	1198
48	1245
49	1168
50	1298
51	1257
52	1415
53	1381
54	1408
55	1410
56	1433
57	1497
58	1551
59	1576
60	1592
61	1653
62	1718
63	1754
64	1763
65	1848
66	1838
67	1849
68	1864
69	1904
70	1988
71	2044
72	2069
73	2150
74	2152
75	2252
76	2271
77	2394
78	2309
79	2407
80	2432
81	2441
82	2577
83	2554
84	2762
85	2729
86	2763
87	2810
88	2886
89	2874
90	2988
91	2987
92	3194
93	3127
94	3145
95	3425
96	3300
97	3550
98	3443
99	3450
100	3596
101	3627
102	3642
103	3636
104	3745
105	3869
106	3860
107	3998
108	3976
109	4009
110	4210
111	4192
112	4328
113	4320
114	4332
115	4458
116	4623
117	4570
118	4679
119	4833
120	4811
121	4978
122	4976
123	4987
124	5216
125	5111
126	5319
127	5324
128	5431
129	7399
130	7152
131	6347
132	6251
133	6285
134	6055
135	6195
136	6219
137	6179
138	6253
139	6450
140	6535
141	6550
142	6651
143	6564
144	6836
145	6864
146	6951
147	6917
148	6974
149	7167
150	7328
151	7323
152	7331
153	7504
154	7562
155	7581
156	7826
157	7842
158	7868
159	8161
160	8156
161	8388
162	8399
163	8394
164	8435
165	8688
166	8710
167	8728
168	8981
169	9197
170	9278
171	9347
172	9420
173	9512
174	9691
175	9736
176	9810
177	9979
178	9987
179	10109
180	10253
181	10381
182	10483
183	10580
184	10704
185	10818
186	10977
187	10979
188	11198
189	11199
190	11165
191	11418
192	11555
193	11658
194	11532
195	11873
196	11828
197	12107
198	12229
199	12087
200	12170
201	12560
202	12450
203	12891
204	12809
205	12801
206	13015
207	13386
208	13277
209	13443
210	13708
211	13904
212	14058
213	13917
214	14211
215	14247
216	14268
217	14738
218	14678
219	14705
220	14848
221	15219
222	15166
223	15257
224	15334
225	15332
226	15514
227	15858
228	16120
229	16000
230	16401
231	16313
232	16735
233	16695
234	16716
235	16850
236	17172
237	17321
238	17335
239	17261
240	17682
241	18885
242	17808
243	17937
244	18176
245	18308
246	18518
247	18537
248	18754
249	18597
250	18795
251	19053
252	19012
253	19220
254	19318
255	19580
256	19609
257	19989
258	19819
259	20130
260	20163
261	20273
262	20280
263	20664
264	20634
265	20741
266	20883
267	21433
268	21411
269	21491
270	21586
271	21626
272	21942
273	21952
274	21965
275	22278
276	22610
277	22596
278	23011
279	23303
280	23297
281	23431
282	23407
283	23464
284	23773
285	23861
286	24058
287	24356
288	24468
289	24238
290	24336
291	24517
292	24666
293	24946
294	24937
295	25180
296	25846
297	26035
298	25972
299	26102
300	26540
301	26551
302	26877
303	26687
304	27192
305	27429
306	27564
307	27705
308	28065
309	28238
310	27907
311	28307
312	28500
313	28559
314	28408
315	28758
316	28855
317	28876
318	29050
319	29232
320	29378
321	29458
322	29703
323	30007
324	30197
325	30591
326	30539
327	31056
328	31255
329	31149
330	31422
331	31126
332	31334
