0	0
1	65
2	171
3	143
4	237
5	275
6	271
7	447
8	361
9	386
10	425
11	453
12	473
13	486
14	519
15	622
16	600
17	611
18	607
19	691
20	673
21	703
22	775
23	801
24	827
25	808
26	862
27	882
28	966
29	961
30	1039
31	1061
32	1144
33	1092
34	1153
35	1155
36	1280
37	1206
38	1271
39	1291
40	1353
41	1450
42	1494
43	1441
44	1527
45	1578
46	1595
47	1630
48	1744
49	1895
50	1835
51	1813
52	1901
53	1993
54	1938
55	1962
56	2037
57	2096
58	2253
59	2214
60	2273
61	2381
62	2394
63	2424
64	2536
65	2550
66	2698
67	2667
68	2744
69	2786
70	2853
71	2831
72	3026
73	3040
74	3091
75	3142
76	3359
77	3280
78	3388
79	3414
80	3436
81	3550
82	3704
83	3724
84	3772
85	3856
86	3889
87	3961
88	4084
89	4107
90	4187
91	4180
92	4333
93	4281
94	4534
95	4519
96	4711
97	4587
98	4783
99	4756
100	4864
101	4912
102	5134
103	5048
104	5297
105	5195
106	5478
107	5437
108	5647
109	5569
110	5717
111	5684
112	5975
113	5907
114	6162
115	6055
116	6387
117	6288
118	6484
119	6468
120	6721
121	6693
122	6820
123	6620
124	6901
125	7052
126	7112
127	7027
128	7420
129	7391
130	7597
131	7532
132	7865
133	7926
134	8044
135	8066
136	8188
137	8252
138	8478
139	8583
140	8703
141	8746
142	9024
143	9146
144	9364
145	9140
146	9327
147	9464
148	9662
149	9726
150	9812
151	9782
152	9934
153	10121
154	10323
155	10233
156	10409
157	10503
158	10753
159	10646
160	11514
161	10990
162	11235
163	11218
164	11686
165	11607
166	11833
167	11685
168	11950
169	11978
170	12129
171	12201
172	12618
173	12551
174	12827
175	12862
176	13099
177	13022
178	13381
179	13142
180	13638
181	13526
182	13692
183	13805
184	13903
185	14015
186	14188
187	14315
188	14591
189	14499
190	14701
191	14646
192	15058
193	14930
194	15346
195	15535
196	15666
197	15529
198	15744
199	15862
200	16254
201	16301
202	16621
203	16581
204	16776
205	16718
206	21231
207	17006
208	17393
209	17209
210	17631
211	17581
212	17888
213	18027
214	19300
215	18231
216	18403
217	18781
218	18854
219	19158
220	19242
221	19240
222	19207
223	19466
224	19660
225	19605
226	20116
227	20078
228	20601
229	20713
230	20747
231	20849
232	20875
233	20836
234	21248
235	21434
236	21624
237	21735
238	21949
239	22240
240	22336
241	22564
242	22759
243	22646
244	23167
245	22987
246	23265
247	23538
248	23971
249	23876
250	24120
251	24253
252	24402
253	28694
254	24743
255	24757
256	25113
257	24984
258	25123
259	25115
260	25377
261	25422
262	26128
263	26032
264	26433
265	26717
266	26808
267	26437
268	27195
269	27177
270	28708
271	27463
272	27945
273	28435
274	28328
275	28185
276	28639
277	28425
278	28760
279	28891
280	29388
281	29308
282	29749
283	29778
284	30193
285	30328
286	30395
287	30283
288	30825
289	30663
290	31546
291	31108
292	31578
293	31522
294	32268
295	31854
296	32439
297	33494
298	32936
299	33067
300	33238
301	33284
302	33991
303	33658
304	33810
305	33665
306	34580
307	34231
308	34523
309	38638
310	35235
311	35395
312	35807
313	35662
314	36619
315	36339
316	36424
317	36413
318	36490
319	36317
320	37184
321	36685
322	37742
323	37938
324	38151
325	37972
326	38550
327	38143
328	38925
329	39000
330	39238
331	38772
332	39634
333	39330
334	40604
335	41893
336	41143
337	40873
338	41515
339	41292
340	41799
341	41488
342	41712
343	41460
344	42796
345	42349
346	43415
347	42941
348	43464
349	43299
350	43993
351	49259
352	44716
353	44816
354	45142
355	44555
356	45419
357	44710
358	45546
359	45535
360	46176
361	46054
362	46548
363	46465
364	47406
365	47100
366	48140
367	47468
368	47874
369	47495
370	48086
371	47788
372	48931
373	48622
374	53647
375	48669
376	50110
377	49495
378	50897
379	49874
380	51068
381	50762
382	51302
383	50961
384	51999
385	51401
386	52899
387	52121
388	52964
389	52178
390	53080
391	52979
392	53471
393	53310
394	54896
395	53989
396	54533
397	60581
398	55347
399	54815
400	55272
401	55132
402	57653
403	56642
404	57552
405	56727
406	57134
407	57070
408	57386
409	56955
410	58093
411	58380
412	58838
413	58241
414	59473
415	58824
416	59480
417	59555
418	61318
419	60517
420	61106
421	60626
422	61218
423	60805
424	61154
425	61445
426	62052
427	61759
428	62809
429	62685
430	64033
431	63466
432	64345
433	63334
434	63821
435	64451
436	70314
437	64651
438	65807
439	65046
440	65917
441	67227
442	66924
443	66393
444	66247
445	67205
446	67745
447	67089
448	68084
449	68444
450	69354
451	68679
452	70297
453	69501
454	70076
455	69464
456	72543
457	74917
458	71314
459	70478
460	71328
461	71316
462	71978
463	72470
464	72545
465	72391
466	73866
467	73133
468	74295
469	74644
470	75151
471	73903
472	74598
473	78914
474	76514
475	75586
476	77278
477	75179
478	76146
479	76421
480	77252
481	76315
482	77707
483	78068
484	78387
485	78566
486	85518
487	79549
488	79434
489	78730
490	80793
491	79717
492	85975
493	80116
494	80884
495	80490
496	81751
497	81631
498	82312
499	82248
500	83125
501	82975
502	83202
503	83506
504	84187
505	84088
506	85598
507	88927
508	85822
509	85408
510	86360
511	86582
512	86568
513	85691
514	87311
515	87526
516	87998
517	87901
518	88922
519	94817
520	89839
521	88993
522	89114
523	93555
524	90405
525	90267
526	91312
527	91033
528	92174
529	90512
530	92070
531	91918
532	93431
533	93632
534	93486
535	93238
536	94474
537	99482
538	95004
539	94024
